"date","subways_total_estimated_ridership","buses_total_estimated_ridersip"
"2023-04-13T00:00:00.000","3628304","1311906"
"2023-04-14T00:00:00.000","3471420","1294357"
"2023-04-15T00:00:00.000","2365464","890050"
"2023-04-16T00:00:00.000","1864753","728462"
"2023-04-17T00:00:00.000","3418834","1438043"
"2023-04-18T00:00:00.000","3862133","1526133"
"2023-04-19T00:00:00.000","3927706","1530452"
"2023-04-20T00:00:00.000","4002433","1520258"
"2023-04-21T00:00:00.000","3492257","1310737"
"2023-04-22T00:00:00.000","2506140","893014"
"2023-04-23T00:00:00.000","1923243","673668"
"2023-04-24T00:00:00.000","3561262","1466762"
"2023-04-25T00:00:00.000","3956922","1529162"
"2023-04-26T00:00:00.000","3994837","1531476"
"2023-04-27T00:00:00.000","3999831","1506783"
"2023-04-28T00:00:00.000","3703088","1424078"
"2023-04-29T00:00:00.000","2179978","715608"
"2023-04-30T00:00:00.000","1744098","578075"
"2023-05-01T00:00:00.000","3664755","1465598"
"2023-05-02T00:00:00.000","3961858","1498566"
"2023-05-03T00:00:00.000","4030601","1533714"
"2023-05-04T00:00:00.000","3985001","1497427"
"2023-05-05T00:00:00.000","3759375","1450598"
"2023-05-06T00:00:00.000","2563102","934630"
"2023-05-07T00:00:00.000","2033790","705419"
"2023-05-08T00:00:00.000","3563340","1460932"
"2023-05-09T00:00:00.000","3925555","1524892"
"2023-05-10T00:00:00.000","4014009","1528140"
"2023-05-11T00:00:00.000","4015942","1535264"
"2023-05-12T00:00:00.000","3723192","1436385"
"2023-05-13T00:00:00.000","2487178","918257"
"2023-05-14T00:00:00.000","1926966","690606"
"2023-05-15T00:00:00.000","3553443","1440741"
"2023-05-16T00:00:00.000","4002015","1519397"
"2023-05-17T00:00:00.000","4104786","1518546"
"2023-05-18T00:00:00.000","4082154","1492657"
"2023-05-19T00:00:00.000","3789929","1431269"
"2023-05-20T00:00:00.000","2314672","760830"
"2023-05-21T00:00:00.000","2132724","727850"
"2023-05-22T00:00:00.000","3571748","1446015"
"2023-05-23T00:00:00.000","3929003","1500973"
"2023-05-24T00:00:00.000","3960264","1499943"
"2023-05-25T00:00:00.000","3859385","1459601"
"2023-05-26T00:00:00.000","3496511","1370252"
"2023-05-27T00:00:00.000","2375741","848442"
"2023-05-28T00:00:00.000","2029088","707787"
"2023-05-29T00:00:00.000","1952779","758893"
"2023-05-30T00:00:00.000","3714864","1438285"
"2023-05-31T00:00:00.000","3911382","1480801"
"2023-06-01T00:00:00.000","3894167","1457503"
"2023-06-02T00:00:00.000","3626490","1399462"
"2023-06-03T00:00:00.000","2411704","899212"
"2023-06-04T00:00:00.000","1988330","714218"
"2023-06-05T00:00:00.000","3544106","1432156"
"2023-06-06T00:00:00.000","3929131","1474317"
"2023-06-07T00:00:00.000","3743889","1390834"
"2023-06-08T00:00:00.000","3268529","1216291"
"2023-06-09T00:00:00.000","3425232","1256670"
"2023-06-10T00:00:00.000","2608756","892936"
"2023-06-11T00:00:00.000","2075651","695200"
"2023-06-12T00:00:00.000","3479404","1394575"
"2023-06-13T00:00:00.000","3968160","1500122"
"2023-06-14T00:00:00.000","3893073","1434687"
"2023-06-15T00:00:00.000","3928393","1475300"
"2023-06-16T00:00:00.000","3395938","1300751"
"2023-06-17T00:00:00.000","2399521","872453"
"2023-06-18T00:00:00.000","1977582","707615"
"2023-06-19T00:00:00.000","2636887","1075747"
"2023-06-20T00:00:00.000","3782810","1434258"
"2023-06-21T00:00:00.000","3902298","1430476"
"2023-06-22T00:00:00.000","3782472","1367709"
"2023-06-23T00:00:00.000","3470575","1282954"
"2023-06-24T00:00:00.000","2467994","844674"
"2023-06-25T00:00:00.000","2222704","689020"
"2023-06-26T00:00:00.000","3341322","1314743"
"2023-06-27T00:00:00.000","3744227","1391914"
"2023-06-28T00:00:00.000","3634270","1305832"
"2023-06-29T00:00:00.000","3653631","1307649"
"2023-06-30T00:00:00.000","3259767","1248822"
"2023-07-01T00:00:00.000","2239529","859295"
"2023-07-02T00:00:00.000","1783757","668297"
"2023-07-03T00:00:00.000","2662052","1117930"
"2023-07-04T00:00:00.000","1791179","631937"
"2023-07-05T00:00:00.000","3318379","1296583"
"2023-07-06T00:00:00.000","3494806","1333630"
"2023-07-07T00:00:00.000","3292266","1273900"
"2023-07-08T00:00:00.000","2308794","867047"
"2023-07-09T00:00:00.000","1776607","651953"
"2023-07-10T00:00:00.000","3208730","1307297"
"2023-07-11T00:00:00.000","3613670","1381701"
"2023-07-12T00:00:00.000","3696737","1383484"
"2023-07-13T00:00:00.000","3648007","1359302"
"2023-07-14T00:00:00.000","3209393","1231624"
"2023-07-15T00:00:00.000","2326054","889709"
"2023-07-16T00:00:00.000","1599858","583645"
"2023-07-17T00:00:00.000","3282092","1310810"
"2023-07-18T00:00:00.000","3584819","1313665"
"2023-07-19T00:00:00.000","3679343","1342781"
"2023-07-20T00:00:00.000","3711017","1333607"
"2023-07-21T00:00:00.000","3227154","1211839"
"2023-07-22T00:00:00.000","2459990","894490"
"2023-07-23T00:00:00.000","1984503","723774"
"2023-07-24T00:00:00.000","3255379","1302964"
"2023-07-25T00:00:00.000","3630414","1307716"
"2023-07-26T00:00:00.000","3758378","1382345"
"2023-07-27T00:00:00.000","3580012","1313385"
"2023-07-28T00:00:00.000","3266199","1246295"
"2023-07-29T00:00:00.000","2251524","856921"
"2023-07-30T00:00:00.000","1952433","705279"
"2023-07-31T00:00:00.000","3204920","1283835"
"2023-08-01T00:00:00.000","3598379","1357252"
"2023-08-02T00:00:00.000","3640307","1359233"
"2023-08-03T00:00:00.000","3609076","1350472"
"2023-08-04T00:00:00.000","3228510","1241122"
"2023-08-05T00:00:00.000","2364364","879423"
"2023-08-06T00:00:00.000","1910841","715130"
"2023-08-07T00:00:00.000","3041001","1208443"
"2023-08-08T00:00:00.000","3510047","1339073"
"2023-08-09T00:00:00.000","3613062","1369095"
"2023-08-10T00:00:00.000","3429304","1262073"
"2023-08-11T00:00:00.000","3311714","1275618"
"2023-08-12T00:00:00.000","2366787","844749"
"2023-08-13T00:00:00.000","1953558","690541"
"2023-08-14T00:00:00.000","3092801","1246445"
"2023-08-15T00:00:00.000","3385996","1273782"
"2023-08-16T00:00:00.000","3447648","1300953"
"2023-08-17T00:00:00.000","3385056","1275993"
"2023-08-18T00:00:00.000","3182516","1208502"
"2023-08-19T00:00:00.000","2358962","856814"
"2023-08-20T00:00:00.000","1870625","689829"
"2023-08-21T00:00:00.000","2971166","1199440"
"2023-08-22T00:00:00.000","3352769","1263459"
"2023-08-23T00:00:00.000","3412842","1272485"
"2023-08-24T00:00:00.000","3297927","1201155"
"2023-08-25T00:00:00.000","3034255","1143010"
"2023-08-26T00:00:00.000","2281885","844428"
"2023-08-27T00:00:00.000","1909806","702984"
"2023-08-28T00:00:00.000","3121505","1240688"
"2023-08-29T00:00:00.000","3401088","1284953"
"2023-08-30T00:00:00.000","3462970","1267435"
"2023-08-31T00:00:00.000","3450532","1315113"
"2023-09-01T00:00:00.000","3196284","1225370"
"2023-09-02T00:00:00.000","2307416","842591"
"2023-09-03T00:00:00.000","2013506","692079"
"2023-09-04T00:00:00.000","1879819","686326"
"2023-09-05T00:00:00.000","3483755","1349438"
"2023-09-06T00:00:00.000","3712071","1395521"
"2023-09-07T00:00:00.000","3867746","1441437"
"2023-09-08T00:00:00.000","3609701","1365283"
"2023-09-09T00:00:00.000","2425515","840378"
"2023-09-10T00:00:00.000","1822230","626222"
"2023-09-11T00:00:00.000","3596538","1400268"
"2023-09-12T00:00:00.000","4014480","1519571"
"2023-09-13T00:00:00.000","3938516","1482320"
"2023-09-14T00:00:00.000","4045169","1517040"
"2023-09-15T00:00:00.000","3694845","1398937"
"2023-09-16T00:00:00.000","2446139","881354"
"2023-09-17T00:00:00.000","1988003","666392"
"2023-09-18T00:00:00.000","3539047","1294777"
"2023-09-19T00:00:00.000","4140301","1480863"
"2023-09-20T00:00:00.000","4179861","1478618"
"2023-09-21T00:00:00.000","4139288","1478606"
"2023-09-22T00:00:00.000","3840412","1403811"
"2023-09-23T00:00:00.000","2116140","682092"
"2023-09-24T00:00:00.000","1701656","562224"
"2023-09-25T00:00:00.000","2885921","1035021"
"2023-09-26T00:00:00.000","3946624","1393963"
"2023-09-27T00:00:00.000","4074930","1463309"
"2023-09-28T00:00:00.000","4051444","1433729"
"2023-09-29T00:00:00.000","2467295","1053306"
"2023-09-30T00:00:00.000","2205573","789587"
"2023-10-01T00:00:00.000","1995361","669243"
"2023-10-02T00:00:00.000","3649389","1390842"
"2023-10-03T00:00:00.000","4008201","1471939"
"2023-10-04T00:00:00.000","4026878","1467384"
"2023-10-05T00:00:00.000","4030304","1457151"
"2023-10-06T00:00:00.000","3639729","1325428"
"2023-10-07T00:00:00.000","2199478","720734"
"2023-10-08T00:00:00.000","2044534","654443"
"2023-10-09T00:00:00.000","2833654","1023375"
"2023-10-10T00:00:00.000","3954925","1423532"
"2023-10-11T00:00:00.000","4056504","1451764"
"2023-10-12T00:00:00.000","4104598","1436967"
"2023-10-13T00:00:00.000","3560964","1322576"
"2023-10-14T00:00:00.000","2219786","717223"
"2023-10-15T00:00:00.000","2013096","689581"
"2023-10-16T00:00:00.000","3661144","1381665"
"2023-10-17T00:00:00.000","4021342","1439468"
"2023-10-18T00:00:00.000","4074460","1440292"
"2023-10-19T00:00:00.000","4121563","1440111"
"2023-10-20T00:00:00.000","3616336","1232782"
"2023-10-21T00:00:00.000","2438387","793917"
"2023-10-22T00:00:00.000","1983271","678536"
"2023-10-23T00:00:00.000","3667240","1375311"
"2023-10-24T00:00:00.000","4040571","1431006"
"2023-10-25T00:00:00.000","4120011","1443766"
"2023-10-26T00:00:00.000","4142420","1431016"
"2023-10-27T00:00:00.000","3853546","1348576"
"2023-10-28T00:00:00.000","2743759","874941"
"2023-10-29T00:00:00.000","1834459","589929"
"2023-10-30T00:00:00.000","3623778","1314380"
"2023-10-31T00:00:00.000","4016482","1334020"
"2023-11-01T00:00:00.000","4043524","1369637"
"2023-11-02T00:00:00.000","4082807","1380510"
"2023-11-03T00:00:00.000","3808235","1307247"
"2023-11-04T00:00:00.000","2588115","832986"
"2023-11-05T00:00:00.000","2310457","614666"
"2023-11-06T00:00:00.000","3686141","1349481"
"2023-11-07T00:00:00.000","3655078","1270763"
"2023-11-08T00:00:00.000","4066029","1401268"
"2023-11-09T00:00:00.000","4020939","1376822"
"2023-11-10T00:00:00.000","3611367","1250528"
"2023-11-11T00:00:00.000","2588540","817146"
"2023-11-12T00:00:00.000","1947270","642431"
"2023-11-13T00:00:00.000","3597029","1320693"
"2023-11-14T00:00:00.000","3991767","1382768"
"2023-11-15T00:00:00.000","4036442","1389217"
"2023-11-16T00:00:00.000","4048862","1391273"
"2023-11-17T00:00:00.000","3741391","1303240"
"2023-11-18T00:00:00.000","2477547","831053"
"2023-11-19T00:00:00.000","1943926","657965"
"2023-11-20T00:00:00.000","3647283","1300978"
"2023-11-21T00:00:00.000","3774952","1254277"
"2023-11-22T00:00:00.000","3378351","1160847"
"2023-11-23T00:00:00.000","1628385","471662"
"2023-11-24T00:00:00.000","2457591","807221"
"2023-11-25T00:00:00.000","2123590","696466"
"2023-11-26T00:00:00.000","1686490","566395"
"2023-11-27T00:00:00.000","3523494","1253990"
"2023-11-28T00:00:00.000","3916476","1279327"
"2023-11-29T00:00:00.000","4032882","1268990"
"2023-11-30T00:00:00.000","4072271","1340370"
"2023-12-01T00:00:00.000","3723171","1226677"
"2023-12-02T00:00:00.000","2748170","826725"
"2023-12-03T00:00:00.000","1827959","553618"
"2023-12-04T00:00:00.000","3709458","1312507"
"2023-12-05T00:00:00.000","3991835","1346216"
"2023-12-06T00:00:00.000","4116059","1350594"
"2023-12-07T00:00:00.000","4088438","1314833"
"2023-12-08T00:00:00.000","3863961","1261796"
"2023-12-09T00:00:00.000","2922085","828894"
"2023-12-10T00:00:00.000","1838048","539117"
"2023-12-11T00:00:00.000","3642743","1213923"
"2023-12-12T00:00:00.000","4051574","1309303"
"2023-12-13T00:00:00.000","4067457","1314167"
"2023-12-14T00:00:00.000","4122091","1296909"
"2023-12-15T00:00:00.000","3845234","1246465"
"2023-12-16T00:00:00.000","2866544","814457"
"2023-12-17T00:00:00.000","1954707","569005"
"2023-12-18T00:00:00.000","3314782","1082334"
"2023-12-19T00:00:00.000","3912934","1275002"
"2023-12-20T00:00:00.000","3838407","1245547"
"2023-12-21T00:00:00.000","3675448","1200899"
"2023-12-22T00:00:00.000","3372318","1110555"
"2023-12-23T00:00:00.000","2244175","708808"
"2023-12-24T00:00:00.000","1657096","549448"
"2023-12-25T00:00:00.000","1273729","381879"
"2023-12-26T00:00:00.000","2668642","906670"
"2023-12-27T00:00:00.000","2912007","955890"
"2023-12-28T00:00:00.000","3064841","969231"
"2023-12-29T00:00:00.000","3198885","1007697"
"2023-12-30T00:00:00.000","2440211","720564"
"2023-12-31T00:00:00.000","1934651","548344"
"2024-01-01T00:00:00.000","1648734","455965"
"2024-01-02T00:00:00.000","3290639","1091104"
"2024-01-03T00:00:00.000","3555082","1212761"
"2024-01-04T00:00:00.000","3560703","1242971"
"2024-01-05T00:00:00.000","3263064","1185046"
"2024-01-06T00:00:00.000","1942458","684686"
"2024-01-07T00:00:00.000","1472438","502518"
"2024-01-08T00:00:00.000","3303727","1226783"
"2024-01-09T00:00:00.000","3353192","1135694"
"2024-01-10T00:00:00.000","3557166","1248493"
"2024-01-11T00:00:00.000","3688916","1293940"
"2024-01-12T00:00:00.000","3365791","1228696"
"2024-01-13T00:00:00.000","2167383","755670"
"2024-01-14T00:00:00.000","1743556","588809"
"2024-01-15T00:00:00.000","2169917","783032"
"2024-01-16T00:00:00.000","3235935","1078860"
"2024-01-17T00:00:00.000","3616923","1193111"
"2024-01-18T00:00:00.000","3655850","1235693"
"2024-01-19T00:00:00.000","3176408","1109408"
"2024-01-20T00:00:00.000","2024041","677335"
"2024-01-21T00:00:00.000","1576126","548497"
"2024-01-22T00:00:00.000","3305387","1210644"
"2024-01-23T00:00:00.000","3652488","1264199"
"2024-01-24T00:00:00.000","3666907","1247798"
"2024-01-25T00:00:00.000","3681867","1256481"
"2024-01-26T00:00:00.000","3380816","1193175"
"2024-01-27T00:00:00.000","2283244","801262"
"2024-01-28T00:00:00.000","1549077","535857"
"2024-01-29T00:00:00.000","3297571","1211703"
"2024-01-30T00:00:00.000","3717520","1284597"
"2024-01-31T00:00:00.000","3808584","1325692"
"2024-02-01T00:00:00.000","3814682","1337508"
"2024-02-02T00:00:00.000","3457807","1239617"
"2024-02-03T00:00:00.000","2324038","808103"
"2024-02-04T00:00:00.000","1742107","626299"
"2024-02-05T00:00:00.000","3481777","1297578"
"2024-02-06T00:00:00.000","3857533","1346868"
"2024-02-07T00:00:00.000","3900992","1341486"
"2024-02-08T00:00:00.000","3903673","1350925"
"2024-02-09T00:00:00.000","3547321","1268268"
"2024-02-10T00:00:00.000","2385448","795892"
"2024-02-11T00:00:00.000","1774698","628400"
"2024-02-12T00:00:00.000","3374596","1254403"
"2024-02-13T00:00:00.000","2273584","724893"
"2024-02-14T00:00:00.000","3963628","1282121"
"2024-02-15T00:00:00.000","3874860","1305830"
"2024-02-16T00:00:00.000","3504536","1225865"
"2024-02-17T00:00:00.000","2178047","680638"
"2024-02-18T00:00:00.000","1850840","604537"
"2024-02-19T00:00:00.000","2244741","842548"
"2024-02-20T00:00:00.000","3490990","1201850"
"2024-02-21T00:00:00.000","3591484","1222440"
"2024-02-22T00:00:00.000","3588173","1212903"
"2024-02-23T00:00:00.000","3219121","1126271"
"2024-02-24T00:00:00.000","2308808","788962"
"2024-02-25T00:00:00.000","1740477","608010"
"2024-02-26T00:00:00.000","3439079","1275320"
"2024-02-27T00:00:00.000","3802458","1332209"
"2024-02-28T00:00:00.000","3784177","1290829"
"2024-02-29T00:00:00.000","3905888","1334777"
"2024-03-01T00:00:00.000","3573658","1276428"
"2024-03-02T00:00:00.000","2094029","689029"
"2024-03-03T00:00:00.000","1961510","686787"
"2024-03-04T00:00:00.000","3539671","1319592"
"2024-03-05T00:00:00.000","3819514","1263377"
"2024-03-06T00:00:00.000","3865589","1273337"
"2024-03-07T00:00:00.000","3893731","1334827"
"2024-03-08T00:00:00.000","3685219","1291469"
"2024-03-09T00:00:00.000","2128635","747405"
"2024-03-10T00:00:00.000","1803578","630566"
"2024-03-11T00:00:00.000","3497588","1270081"
"2024-03-12T00:00:00.000","3988438","1370319"
"2024-03-13T00:00:00.000","4024943","1377062"
"2024-03-14T00:00:00.000","4049186","1368263"
"2024-03-15T00:00:00.000","3643013","1275542"
"2024-03-16T00:00:00.000","2553056","838318"
"2024-03-17T00:00:00.000","1972170","625861"
"2024-03-18T00:00:00.000","3482565","1296423"
"2024-03-19T00:00:00.000","3869116","1336910"
"2024-03-20T00:00:00.000","3886104","1334002"
"2024-03-21T00:00:00.000","3862248","1317112"
"2024-03-22T00:00:00.000","3581959","1251225"
"2024-03-23T00:00:00.000","1863863","587004"
"2024-03-24T00:00:00.000","1912946","653413"
"2024-03-25T00:00:00.000","3583716","1281676"
"2024-03-26T00:00:00.000","3969793","1355991"
"2024-03-27T00:00:00.000","4014011","1342695"
"2024-03-28T00:00:00.000","3910547","1223847"
"2024-03-29T00:00:00.000","3372535","1096254"
"2024-03-30T00:00:00.000","2526569","801723"
"2024-03-31T00:00:00.000","1936295","606411"
"2024-04-01T00:00:00.000","3321989","1168598"
"2024-04-02T00:00:00.000","3900061","1247638"
"2024-04-03T00:00:00.000","3890305","1162660"
"2024-04-04T00:00:00.000","4100733","1339531"
"2024-04-05T00:00:00.000","3800800","1263607"
"2024-04-06T00:00:00.000","2477127","822825"
"2024-04-07T00:00:00.000","1899641","651153"
"2024-04-08T00:00:00.000","3506719","1258402"
"2024-04-09T00:00:00.000","4042674","1366571"
"2024-04-10T00:00:00.000","3791945","1245909"
"2024-04-11T00:00:00.000","4000485","1315916"
"2024-04-12T00:00:00.000","3668439","1240823"
"2024-04-13T00:00:00.000","2535112","824356"
"2024-04-14T00:00:00.000","2068885","664358"
"2024-04-15T00:00:00.000","3704177","1319005"
"2024-04-16T00:00:00.000","4033514","1370151"
"2024-04-17T00:00:00.000","4021256","1347870"
"2024-04-18T00:00:00.000","3966226","1303010"
"2024-04-19T00:00:00.000","3705782","1278086"
"2024-04-20T00:00:00.000","2537525","830016"
"2024-04-21T00:00:00.000","1918237","651681"
"2024-04-22T00:00:00.000","3219677","1146285"
"2024-04-23T00:00:00.000","3522218","1176798"
"2024-04-24T00:00:00.000","3608010","1180243"
"2024-04-25T00:00:00.000","3723894","1191480"
"2024-04-26T00:00:00.000","3431590","1143792"
"2024-04-27T00:00:00.000","2506779","801494"
"2024-04-28T00:00:00.000","2084950","649572"
"2024-04-29T00:00:00.000","3323706","1161990"
"2024-04-30T00:00:00.000","3638986","1193514"
"2024-05-01T00:00:00.000","4032791","1350660"
"2024-05-02T00:00:00.000","4061242","1349838"
"2024-05-03T00:00:00.000","3780888","1285012"
"2024-05-04T00:00:00.000","2563658","849249"
"2024-05-05T00:00:00.000","1889174","578132"
"2024-05-06T00:00:00.000","3652105","1295794"
"2024-05-07T00:00:00.000","4098321","1375535"
"2024-05-08T00:00:00.000","4087477","1350511"
"2024-05-09T00:00:00.000","4086528","1354139"
"2024-05-10T00:00:00.000","3677268","1212090"
"2024-05-11T00:00:00.000","2648580","845713"
"2024-05-12T00:00:00.000","1858872","559614"
"2024-05-13T00:00:00.000","3703066","1264180"
"2024-05-14T00:00:00.000","4116655","1343633"
"2024-05-15T00:00:00.000","4114615","1288427"
"2024-05-16T00:00:00.000","4105026","1306481"
"2024-05-17T00:00:00.000","3816914","1270674"
"2024-05-18T00:00:00.000","2691368","792454"
"2024-05-19T00:00:00.000","2121485","657256"
"2024-05-20T00:00:00.000","3682061","1291703"
"2024-05-21T00:00:00.000","4029557","1349876"
"2024-05-22T00:00:00.000","4104021","1357841"
"2024-05-23T00:00:00.000","3863099","1275297"
"2024-05-24T00:00:00.000","3583244","1243655"
"2024-05-25T00:00:00.000","2347159","805680"
"2024-05-26T00:00:00.000","2019012","652393"
"2024-05-27T00:00:00.000","1667890","594031"
"2024-05-28T00:00:00.000","3825781","1300611"
"2024-05-29T00:00:00.000","4006764","1309889"
"2024-05-30T00:00:00.000","3979959","1301028"
"2024-05-31T00:00:00.000","3688627","1257526"
"2024-06-01T00:00:00.000","2446153","848601"
"2024-06-02T00:00:00.000","1978037","651637"
"2024-06-03T00:00:00.000","3611491","1294956"
"2024-06-04T00:00:00.000","3979793","1327963"
"2024-06-05T00:00:00.000","4051943","1338427"
"2024-06-06T00:00:00.000","3774324","1207899"
"2024-06-07T00:00:00.000","3752412","1254339"
"2024-06-08T00:00:00.000","2673220","842779"
"2024-06-09T00:00:00.000","2134551","680981"
"2024-06-10T00:00:00.000","3702212","1355986"
"2024-06-11T00:00:00.000","3995425","1390440"
"2024-06-12T00:00:00.000","3977760","1355294"
"2024-06-13T00:00:00.000","3936941","1310210"
"2024-06-14T00:00:00.000","3517062","1212740"
"2024-06-15T00:00:00.000","2431810","851502"
"2024-06-16T00:00:00.000","1897201","653946"
"2024-06-17T00:00:00.000","3325104","1172762"
"2024-06-18T00:00:00.000","3920839","1314338"
"2024-06-19T00:00:00.000","3046320","1068172"
"2024-06-20T00:00:00.000","3857797","1275626"
"2024-06-21T00:00:00.000","3500365","1191812"
"2024-06-22T00:00:00.000","2385207","793674"
"2024-06-23T00:00:00.000","1908786","648887"
"2024-06-24T00:00:00.000","3467845","1227231"
"2024-06-25T00:00:00.000","3831447","1269567"
"2024-06-26T00:00:00.000","3901100","1267408"
"2024-06-27T00:00:00.000","3776811","1214263"
"2024-06-28T00:00:00.000","3522732","1141168"
"2024-06-29T00:00:00.000","2454997","780229"
"2024-06-30T00:00:00.000","2002269","583751"
"2024-07-01T00:00:00.000","3273546","1156904"
"2024-07-02T00:00:00.000","3542073","1216755"
"2024-07-03T00:00:00.000","3409357","1198766"
"2024-07-04T00:00:00.000","1992244","643119"
"2024-07-05T00:00:00.000","2700734","1001854"
"2024-07-06T00:00:00.000","2100877","758425"
"2024-07-07T00:00:00.000","1804572","642652"
"2024-07-08T00:00:00.000","3228784","1176713"
"2024-07-09T00:00:00.000","3605032","1236657"
"2024-07-10T00:00:00.000","3691835","1252733"
"2024-07-11T00:00:00.000","3688029","1233678"
"2024-07-12T00:00:00.000","3261074","1120310"
"2024-07-13T00:00:00.000","2203283","743154"
"2024-07-14T00:00:00.000","1869670","633752"
"2024-07-15T00:00:00.000","3259800","1160722"
"2024-07-16T00:00:00.000","3594150","1209152"
"2024-07-17T00:00:00.000","3651756","1210515"
"2024-07-18T00:00:00.000","3637826","1218605"
"2024-07-19T00:00:00.000","3372874","1207102"
"2024-07-20T00:00:00.000","2269647","803868"
"2024-07-21T00:00:00.000","1877704","659004"
"2024-07-22T00:00:00.000","3235343","1168226"
"2024-07-23T00:00:00.000","3606656","1211237"
"2024-07-24T00:00:00.000","3656472","1220410"
"2024-07-25T00:00:00.000","3638351","1220056"
"2024-07-26T00:00:00.000","3288849","1154709"
"2024-07-27T00:00:00.000","2306948","809660"
"2024-07-28T00:00:00.000","1851383","645704"
"2024-07-29T00:00:00.000","3202281","1147023"
"2024-07-30T00:00:00.000","3590241","1228387"
"2024-07-31T00:00:00.000","3576343","1213507"
"2024-08-01T00:00:00.000","3544663","1208275"
"2024-08-02T00:00:00.000","3153955","1111340"
"2024-08-03T00:00:00.000","2200373","741482"
"2024-08-04T00:00:00.000","1752861","588249"
"2024-08-05T00:00:00.000","3222601","1154644"
"2024-08-06T00:00:00.000","3462581","1130325"
"2024-08-07T00:00:00.000","3511253","1117450"
"2024-08-08T00:00:00.000","3490217","1108956"
"2024-08-09T00:00:00.000","3041276","1039488"
"2024-08-10T00:00:00.000","2356405","777613"
"2024-08-11T00:00:00.000","1918748","614435"
"2024-08-12T00:00:00.000","3169180","1106072"
"2024-08-13T00:00:00.000","3491612","1158412"
"2024-08-14T00:00:00.000","3544668","1182980"
"2024-08-15T00:00:00.000","3495671","1182864"
"2024-08-16T00:00:00.000","3198733","1123673"
"2024-08-17T00:00:00.000","2256233","767022"
"2024-08-18T00:00:00.000","1713050","578595"
"2024-08-19T00:00:00.000","3076559","1090594"
"2024-08-20T00:00:00.000","3475888","1164259"
"2024-08-21T00:00:00.000","3498651","1159036"
"2024-08-22T00:00:00.000","3427911","1140225"
"2024-08-23T00:00:00.000","3209666","1095768"
"2024-08-24T00:00:00.000","2332624","776019"
"2024-08-25T00:00:00.000","1905818","629302"
"2024-08-26T00:00:00.000","3113498","1104199"
"2024-08-27T00:00:00.000","3477101","1177841"
"2024-08-28T00:00:00.000","3516674","1203770"
"2024-08-29T00:00:00.000","3438760","1203629"
"2024-08-30T00:00:00.000","3152242","1132406"
"2024-08-31T00:00:00.000","2158004","771634"
"2024-09-01T00:00:00.000","1969350","658803"
"2024-09-02T00:00:00.000","2007446","629636"
"2024-09-03T00:00:00.000","3629404","1323572"
"2024-09-04T00:00:00.000","3868854","1372412"
"2024-09-05T00:00:00.000","4033322","1434726"
"2024-09-06T00:00:00.000","3794952","1397369"
"2024-09-07T00:00:00.000","2479639","841695"
"2024-09-08T00:00:00.000","2101048","724969"
"2024-09-09T00:00:00.000","3811344","1458059"
"2024-09-10T00:00:00.000","4182405","1510358"
"2024-09-11T00:00:00.000","4214707","1489570"
"2024-09-12T00:00:00.000","4232214","1515496"
"2024-09-13T00:00:00.000","3911412","1442741"
"2024-09-14T00:00:00.000","2706474","913017"
"2024-09-15T00:00:00.000","2161737","705080"
"2024-09-16T00:00:00.000","3821428","1473843"
"2024-09-17T00:00:00.000","4189311","1536675"
"2024-09-18T00:00:00.000","4232888","1539412"
"2024-09-19T00:00:00.000","4255184","1547727"
"2024-09-20T00:00:00.000","3933048","1471585"
"2024-09-21T00:00:00.000","2744632","950423"
"2024-09-22T00:00:00.000","2131910","737715"
"2024-09-23T00:00:00.000","3898806","1457916"
"2024-09-24T00:00:00.000","4323708","1500066"
"2024-09-25T00:00:00.000","4335945","1487149"
"2024-09-26T00:00:00.000","4295723","1467648"
"2024-09-27T00:00:00.000","3945383","1438524"
"2024-09-28T00:00:00.000","2557982","863284"
"2024-09-29T00:00:00.000","1959363","664367"
"2024-09-30T00:00:00.000","3849138","1486507"
"2024-10-01T00:00:00.000","4179363","1546620"
"2024-10-02T00:00:00.000","4068073","1504660"
"2024-10-03T00:00:00.000","3627528","1333760"
"2024-10-04T00:00:00.000","3506654","1313232"
"2024-10-05T00:00:00.000","2710146","953356"
"2024-10-06T00:00:00.000","2065294","737760"
"2024-10-07T00:00:00.000","3847055","1478576"
"2024-10-08T00:00:00.000","4256950","1554839"
"2024-10-09T00:00:00.000","4313211","1555422"
"2024-10-10T00:00:00.000","4329161","1534201"
"2024-10-11T00:00:00.000","3868564","1435476"
"2024-10-12T00:00:00.000","2587128","940999"
"2024-10-13T00:00:00.000","2153429","744866"
"2024-10-14T00:00:00.000","3066851","1076828"
"2024-10-15T00:00:00.000","4284818","1487706"
"2024-10-16T00:00:00.000","4357117","1495298"
"2024-10-17T00:00:00.000","4309633","1496057"
"2024-10-18T00:00:00.000","4030998","1443165"
"2024-10-19T00:00:00.000","2752350","930951"
"2024-10-20T00:00:00.000","2176476","733271"
"2024-10-21T00:00:00.000","3842315","1471964"
"2024-10-22T00:00:00.000","4218881","1528809"
"2024-10-23T00:00:00.000","4276606","1537563"
"2024-10-24T00:00:00.000","4304831","1484054"
"2024-10-25T00:00:00.000","4019790","1376080"
"2024-10-26T00:00:00.000","2828539","960099"
"2024-10-27T00:00:00.000","2208683","740417"
"2024-10-28T00:00:00.000","3983168","1473020"
